,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,
CODIGO ACT.,ACTIVIDAD,JUL,AGO,SEP,OCT,NOV,DIC,ENE,FEB,MAR,ABR,MAY,JUN,PROM,PROM_ATIP,R2,REGR DIA,PROM DIA,MIN DIA,MAX DIA,CV,SUAV_EXP,MOD,%,% ACUM,ABC,GRAFICA
702029,SONDA FOLEY 2 VÍAS 24FRX5CM-30CM    ,0,0,0,0,0,0,0,0,1,2,0,1,1,9,"0,34",1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
702037,SONDA FOLEY 3 VÍAS 22FRX30CM     ,1,1,0,0,0,1,2,3,1,0,2,1,1,4,"0,10",1,1,1,1,"0,9129",1,SUAV,"0,0%","100,0%",C,
702041,SONDA NASOGASTRICA # 8,0,0,0,1,1,0,0,0,1,2,2,1,1,6,"0,42",1,1,1,1,"0,7454",1,SUAV,"0,0%","100,0%",C,
702226,PERIFIX 18GA C/A 4514017 ,0,0,0,0,0,0,0,0,0,1,0,1,1,10,"0,34",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
702694,TUBO ENDOTRAQUEAL 8.5 C/BL,1,0,0,1,0,1,0,0,0,1,1,1,1,6,"0,06",1,1,1,1,"0,5000",1,SUAV,"0,0%","100,0%",C,
704292,FOSFOMICINA GRANULOS PARA SUSPENCIÓN ORAL 3G,0,0,2,0,2,0,0,0,0,1,3,1,1,7,"0,09",1,1,1,1,"1,0104",1,SUAV,"0,0%","100,0%",C,
707137,LORATADINA JARABE 1MG/1ML (100MG/100ML),0,1,0,0,0,0,1,0,0,0,1,1,1,8,"0,10",1,1,1,1,"0,4714",1,SUAV,"0,0%","100,0%",C,
709757,DIAZEPAM SOLUCIÓN INYECTABLE 10MG/2ML ,0,0,0,1,2,0,1,1,1,1,3,1,1,4,"0,36",1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
713863,INMUNOGLOBULINA HUMANA ANTIHEPATITIS B SOLUCIÓN INYECTABLE 50UI/1ML (100UI/2ML),0,0,0,1,0,1,0,0,0,0,0,1,1,9,"0,02",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
717442,BUDESONIDA/FORMOTEROL SUSPENSIÓN PARA INHALACIÓN 320MCG/9MCG/1PUFF/60PUFF,1,0,0,0,0,0,0,0,0,0,0,1,1,10,"0,00",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
719849,CANULA 7.0 C/B  FENESTRADA TRACOE REF- T 302-07,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"0,23",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
730033,"CARBONATO DE CALCIO/VITAMINA D3/ZINC SUSPENSIÓN ORAL 300MG/100UI/7,5MG/5ML (108",1,2,1,1,1,0,1,0,1,0,1,1,1,3,"0,16",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
730053,SISTEMA DRENAJE TORAXICO PEDIATRICO THORAMETRIX X1500-LM INSTRUMENT,0,0,1,0,1,0,0,0,0,0,0,1,1,9,"0,00",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
730141,PRIMAQUINA TABLETA 15MG,0,0,0,0,3,0,0,0,0,0,0,1,1,10,"0,00",1,1,1,1,"0,8498",1,SUAV,"0,0%","100,0%",C,
G006702,GONADOTROPINA CRIONICA 5000 UI/ML SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"0,23",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
I009711,INSULINA ZINC NPH SOL. INYECTABLE 100UI/ML x 10ML (1000UI),0,2,0,1,0,0,4,0,1,2,0,1,1,6,"0,01",1,1,1,1,"1,1873",1,SUAV,"0,0%","100,0%",C,
P036701,PROTAMINA SOLUCIÓN INYECTABLE 5000UI,1,0,0,0,1,0,1,1,1,2,0,1,1,5,"0,15",1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
T005461,TERBUTALINA SUSPENSIÓN PARA INHALACIÓN 10MG//1ML/10ML,0,0,0,0,0,0,0,0,1,0,0,1,1,10,"0,27",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
T005701,"TERBUTALINA SOLUCIÓN INYECTABLE 0,5MG/1ML",0,0,0,0,0,0,0,0,1,0,0,1,1,10,"0,27",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
6421,"OXIMETAZOLINA SOLUCIÓN NASAL 0, 025% ",0,1,0,0,0,0,0,0,0,2,0,0,1,10,"0,01",1,1,1,1,"0,5951",1,SUAV,"0,0%","100,0%",C,
105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,1,2,1,0,0,0,0,0,1,0,0,1,8,"0,16",-1,1,1,1,"0,6401",1,SUAV,"0,0%","100,0%",C,
119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,6,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"1,6583",1,SUAV,"0,0%","100,0%",C,
120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,0,0,0,0,0,0,0,0,2,0,0,1,11,"0,09",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
125690,FINASTERIDE 5MG TABLETA ,0,0,0,0,0,0,0,4,0,0,0,0,1,11,"0,02",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
162378,ACETAMINOFEN/HIDROCODONA TABLETA 325MG/5MG,7,0,0,0,4,0,0,0,0,0,0,0,1,10,"0,25",-1,1,1,1,"2,1392",1,SUAV,"0,0%","100,0%",C,
200072,SENSOR SPO2 NEONATAL EM0602,0,0,0,0,0,0,0,0,2,0,0,0,1,11,"0,05",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
700203,MUPIROCINA UNGÜENTO TÓPICO 2%/15G,0,0,0,1,0,0,0,0,0,0,1,0,1,10,"0,02",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
700245,SULFADIAZINA DE PLATA CREMA TOPICA 1% ,0,0,0,3,1,0,0,0,0,1,0,0,1,9,"0,02",1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
700302,GLUTAPAK 10 ENTEREX ALIMENTO 15g,0,0,0,0,0,0,0,0,0,3,2,0,1,10,"0,24",1,1,1,1,"0,9538",1,SUAV,"0,0%","100,0%",C,
700310,TROPICAMIDA 1% 15ML SOLUCION OFTALMICA,0,0,0,0,0,0,0,1,0,1,0,0,1,10,"0,11",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
700422,FENOBARBITAL SOLUCIÓN ORAL 4MG/1ML ,1,0,2,1,2,1,1,0,1,1,1,0,1,3,"0,08",1,1,1,1,"0,6401",1,SUAV,"0,0%","100,0%",C,
700567,ALIZAPRIDA SOL. INYECTABLE 50MG,0,0,0,0,0,1,0,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
700572,"METILERGOMETRINA SOL. INYECTABLE 0,2MG ",0,0,4,0,0,0,0,5,0,0,0,0,1,10,"0,01",1,1,1,1,"1,6894",1,SUAV,"0,0%","100,0%",C,
700630,ALPROSTADIL SOLUCIÓN INYECTABLE 500MCG/1ML,0,1,0,5,0,0,1,0,0,0,1,0,1,8,"0,05",1,1,1,1,"1,3744",1,SUAV,"0,0%","100,0%",C,
700644,ADENOSINA 6MG/2ML SOL. INYECTABLE ,4,1,0,0,0,0,0,0,3,0,0,0,1,9,"0,12",-1,1,1,1,"1,3123",1,SUAV,"0,0%","100,0%",C,
700651,KETOPROFENO SOLUCIÓN INYECTABLE 100MG/2ML,8,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"2,2111",1,SUAV,"0,0%","100,0%",C,
700762,LIDOCAINA CLORHIDRATO SOLUCIÓN TÓPICA 10%/80G,0,2,0,1,0,1,0,0,0,1,0,0,1,8,"0,10",1,1,1,1,"0,6401",1,SUAV,"0,0%","100,0%",C,
700779,FENOBARBITAL TABLETA 100MG ,0,0,10,0,0,0,0,0,0,0,0,0,1,11,"0,09",-1,1,1,1,"2,7639",1,SUAV,"0,0%","100,0%",C,
700791,DEGARELIX 80 MG POLVO PARA RECONSTITUCION,0,0,0,0,0,0,0,3,0,3,0,0,1,10,"0,11",1,1,1,1,"1,1180",1,SUAV,"0,0%","100,0%",C,
700817,"BUPIVACAINA 0,5% x 10ML SOL. INYECTABLE",0,0,0,0,0,0,0,0,1,0,0,0,1,11,"0,05",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
700901,COMPLEJO B SOLUCIÓN INYECTABLE 10ML,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"0,05",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
700917,CLEMASTINA SOLUCIÓN INYECTABLE 2MG,1,0,0,0,0,0,2,0,0,0,0,0,1,10,"0,03",1,1,1,1,"0,5951",1,SUAV,"0,0%","100,0%",C,
700949,METILPREDNISOLONA ACETATO 40MG/ML SUSPENSION INYECTABLE,0,0,0,1,0,6,0,2,0,0,0,0,1,9,"0,00",1,1,1,1,"1,6894",1,SUAV,"0,0%","100,0%",C,
700997,SODIO BICARBONATO POLVO SOL. ORAL x 2.8 GRAMOS,0,0,0,0,5,1,0,0,0,0,1,0,1,9,"0,00",1,1,1,1,"1,3819",1,SUAV,"0,0%","100,0%",C,
701003,BUDESONIDA 100 MCG/PUFF x 200 PUFF,0,0,0,0,0,0,0,0,0,1,0,0,1,11,"0,09",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
701405,PROLENE 2 0 8423T (CT1)75CM,0,0,0,0,0,0,0,0,1,1,0,0,1,10,"0,15",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
701727,DUODERM PASTA TBX30GR ,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"0,05",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
701829,SURGICEL 4X8 REF 1952 (10.2CMX20.3CM) ,0,0,0,0,0,2,0,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
701841,ALGODON LAMINADO 4X5,0,0,1,0,1,1,0,0,2,5,0,0,1,7,"0,09",1,1,1,1,"1,4044",1,SUAV,"0,0%","100,0%",C,
701842,ALGODON LAMINADO 5X5,0,0,0,0,1,0,1,2,0,0,2,0,1,8,"0,12",1,1,1,1,"0,7638",1,SUAV,"0,0%","100,0%",C,
701866,VENDA ELASTICA 3X5 ,0,0,1,3,0,0,0,0,0,0,0,0,1,10,"0,10",-1,1,1,1,"0,8498",1,SUAV,"0,0%","100,0%",C,
701962,CATETER TROCAR RECTO 20FR,0,1,0,0,0,0,1,0,0,0,0,0,1,10,"0,07",-1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
701965,CATETER TROCAR RECTO 32FR,0,0,1,2,0,2,1,1,0,1,2,0,1,5,"0,02",1,1,1,1,"0,7993",1,SUAV,"0,0%","100,0%",C,
701966,CATETER TROCAR RECTO 36FR,0,0,0,1,0,1,1,2,0,0,0,0,1,8,"0,00",1,1,1,1,"0,6401",1,SUAV,"0,0%","100,0%",C,
701977,VENDA YESO 4X5  ,0,0,0,0,0,1,0,0,2,0,0,0,1,10,"0,03",1,1,1,1,"0,5951",1,SUAV,"0,0%","100,0%",C,
701979,VENDA YESO 6X5 ,0,0,0,0,0,2,2,3,0,0,0,0,1,9,"0,01",1,1,1,1,"1,0375",1,SUAV,"0,0%","100,0%",C,
702017,SONDA ENTERAL 6FR (ALIMENTACION)  ,0,0,0,1,0,0,0,0,0,0,0,0,1,11,"0,05",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
702025,SONDA FOLEY 2 VÍAS 12FRX5CM,0,2,0,0,0,0,1,0,1,0,2,0,1,8,"0,01",1,1,1,1,"0,7638",1,SUAV,"0,0%","100,0%",C,
702028,SONDA FOLEY 2 VÍAS 24FRX5CM    ,0,0,0,0,0,1,0,1,0,0,0,0,1,10,"0,01",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
702039,SONDA FOLEY 3 VÍAS 24FRX30CM    ,0,0,2,0,0,0,0,0,1,1,5,0,1,8,"0,13",1,1,1,1,"1,4216",1,SUAV,"0,0%","100,0%",C,
702040,SONDA NASOGASTRICA # 6 ,0,0,1,2,2,0,3,0,3,0,0,0,1,7,"0,00",1,1,1,1,"1,1873",1,SUAV,"0,0%","100,0%",C,
702043,SONDA NASOGASTRICA # 12,1,0,2,1,2,0,1,1,0,0,0,0,1,6,"0,27",-1,1,1,1,"0,7454",1,SUAV,"0,0%","100,0%",C,
702148,AGUJA 21GA X1 ,0,4,0,0,1,0,0,0,0,3,0,0,1,9,"0,03",1,1,1,1,"1,3123",1,SUAV,"0,0%","100,0%",C,
702207,JELCO 14G X 2-1/4 ,1,3,0,0,0,1,0,0,0,0,0,0,1,9,"0,30",-1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
702231,SPINOCAN 25X3.1/2,0,0,4,0,0,1,0,0,0,0,0,0,1,10,"0,10",-1,1,1,1,"1,1149",1,SUAV,"0,0%","100,0%",C,
702233,SPINOCAN 27G ,1,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
702235,AGUJA SURECAN GRIPPER PLUS SEGURIDAD 20 GA  X19 MM REF-0821276724,0,0,0,0,1,1,1,2,0,0,0,0,1,8,"0,00",1,1,1,1,"0,6401",1,SUAV,"0,0%","100,0%",C,
702256,HEMINA 350 MG PANHEMATIN,0,4,0,0,0,0,0,0,0,0,0,0,1,11,"0,16",-1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
702298,BARRERA STOMAHESIVE 38 MM ,3,1,1,0,0,0,0,0,0,1,0,0,1,8,"0,34",-1,1,1,1,"0,8660",1,SUAV,"0,0%","100,0%",C,
702321,BOLSA OSTOMIA 32MM NINOS ,0,5,0,0,0,0,0,4,0,0,0,0,1,10,"0,06",1,1,1,1,"1,6894",1,SUAV,"0,0%","100,0%",C,
702445,BUPRENORFINA PARCHE TRANSDERMICO 20MG ,0,3,0,0,7,0,0,0,0,0,0,0,1,10,"0,08",-1,1,1,1,"2,0344",1,SUAV,"0,0%","100,0%",C,
702619,CANULA GUEDEL 2 (ISO 8.0),0,0,0,1,0,0,0,1,1,0,0,0,1,9,"0,01",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
702620,INCENTIVO RESPIRATORIO HUDSON,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"0,05",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
702636,MASCARA NO REINHALACION C/RESERVORIO  PEDIATRICA,0,0,0,0,0,0,0,1,0,1,0,0,1,10,"0,11",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
702642,CANULA YANKAWER DESECHABLE ,0,0,0,0,0,0,0,2,2,0,0,0,1,10,"0,07",1,1,1,1,"0,7454",1,SUAV,"0,0%","100,0%",C,
702706,TUBO ENDOTRAQUEAL 2.5 S/BL ,0,1,3,1,0,0,1,3,0,1,0,0,1,6,"0,04",1,1,1,1,"1,0672",1,SUAV,"0,0%","100,0%",C,
702707,TUBO ENDOTRAQUEAL 2.0 S/BL,0,0,1,0,1,0,0,0,0,0,0,0,1,10,"0,11",-1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
703366,URGOTUL AG 10X12CM,0,0,0,0,0,0,0,1,0,1,0,0,1,10,"0,11",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
703609,BRAZALETE NEO/5,0,0,0,0,0,1,1,0,0,1,0,0,1,9,"0,04",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
703686,CARBONATO DE LITIO 300MG TABLETA ,0,0,0,0,0,0,0,0,6,0,0,0,1,11,"0,05",1,1,1,1,"1,6583",1,SUAV,"0,0%","100,0%",C,
703694,DOMPERIDONA 10MG TABLETA ,0,0,0,0,1,0,0,0,0,0,0,0,1,11,"0,02",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
703708,REMIFENTANIL POLVO LIOFILIZADO 2MG ,0,0,0,0,0,0,0,2,0,1,0,0,1,10,"0,07",1,1,1,1,"0,5951",1,SUAV,"0,0%","100,0%",C,
703755,MORFINA SOLUCION ORAL 30MG/ML x 30ML,0,0,0,0,1,0,0,2,1,0,0,0,1,9,"0,02",1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
704308,ALGODON LAMINADO 3X5 ,0,0,2,3,0,0,0,0,0,2,0,0,1,9,"0,03",1,1,1,1,"1,0375",1,SUAV,"0,0%","100,0%",C,
704336,CIPROFLOXACINO SOLUCIÓN OFTÁLMICA 0.3% x 10 ML ,0,1,2,0,0,0,0,0,0,1,0,0,1,9,"0,10",-1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
704346,ACICLOVIR UNGÜENTO TOPICO 5% x 15 GRAMOS,0,0,3,0,0,0,2,5,0,0,1,0,1,8,"0,00",1,1,1,1,"1,5523",1,SUAV,"0,0%","100,0%",C,
704381,BOLSA OSTOMIA OP/38MM ,3,0,1,0,0,0,0,0,0,1,0,0,1,9,"0,21",-1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
705431,CATETER SWAN GANZ 5L 831HF75P,1,1,0,1,2,1,0,0,1,3,1,0,1,4,"0,00",1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
705579,COLAGENASA UNGUENTO 40 G ,6,2,0,0,0,0,0,0,0,0,0,0,1,10,"0,36",-1,1,1,1,"1,6997",1,SUAV,"0,0%","100,0%",C,
705740,MOXIFLOXACINO SOLUCION INFUSION FCO. 400 MG/250 ML  (AVELOX ),8,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"2,2111",1,SUAV,"0,0%","100,0%",C,
705888,IOBAN REF/6650    ,0,1,0,0,0,1,0,0,0,0,2,0,1,9,"0,02",1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
705891,PARCHE OCULAR AD,0,0,0,0,0,0,0,0,0,0,1,0,1,11,"0,16",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
705958,MEMANTINA TABLETA 10MG,0,0,0,2,0,0,9,0,0,0,0,0,1,10,"0,00",1,1,1,1,"2,4986",1,SUAV,"0,0%","100,0%",C,
706053,ALTEPLASA 50 MG POLVO LIOFILIZADO 50MG,2,0,0,2,0,0,0,0,2,0,2,0,1,8,"0,00",1,1,1,1,"0,9428",1,SUAV,"0,0%","100,0%",C,
706196,"BUDESONIDA/FORMOTEROL POLVO PARA INHALACIÓN 160MCG/4,5MCG/1PUFF x 120PUFF",3,0,0,0,0,1,0,1,1,1,0,0,1,7,"0,07",1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
706261,GELATINA FLUIDA MODIFICADA EN SOLUCIÓN IÓNICA SOLUCIÓN INYECTABLE 20G/500ML,0,0,0,2,0,0,0,0,0,0,0,0,1,11,"0,05",-1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
706577,APLICADOR NITRATO DE PLATA,0,0,0,0,0,0,2,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
707547,AGUJA COAXIAL MCXS 14X10,0,0,1,0,0,0,0,0,0,0,0,0,1,11,"0,09",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
707610,COLECALCIFEROL 25.000 UI,0,0,0,0,0,4,0,0,0,0,0,0,1,11,"0,00",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
707781,DREN BALKE 19FR REDONDO S/U REF 2232,0,0,0,0,0,0,0,2,0,0,0,0,1,11,"0,02",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
708771,HARTMAN SOLUCION INYECTABLE 3000 ML,0,0,0,0,0,0,0,0,0,7,0,0,1,11,"0,09",1,1,1,1,"1,9347",1,SUAV,"0,0%","100,0%",C,
708836,TOPIRAMATO TABLETA 100MG,0,0,0,0,3,0,0,0,0,0,0,0,1,11,"0,02",1,1,1,1,"0,8292",1,SUAV,"0,0%","100,0%",C,
708919,ZIDOVUDINA SOLUCIÓN INYECTABLE 10MG/1ML,0,0,0,0,0,0,0,3,0,0,0,0,1,11,"0,02",1,1,1,1,"0,8292",1,SUAV,"0,0%","100,0%",C,
710108,SURGIPRO 4-0 SP5682 (P-12) TYCO,0,0,0,1,0,0,0,0,0,0,0,0,1,11,"0,05",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
711321,ADAPTADOR P/CO-SET REF-93505,1,1,0,1,1,1,0,0,1,3,1,0,1,4,"0,01",1,1,1,1,"0,7993",1,SUAV,"0,0%","100,0%",C,
712920,SONDA FOLEY 2 VIAS 8X3 SILICONADA PEDIATRICA ,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"0,05",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
712991,CANULA NASAL OXIGENO PEDIATRICA NO ESTERIL ,0,1,0,0,0,0,0,0,0,0,0,0,1,11,"0,16",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
714048,LAGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA 5MG/1ML (75MG/15ML),2,0,1,1,0,0,0,0,0,0,0,0,1,9,"0,43",-1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
714463,RIVAROXABAN TABLETA 20MG,3,0,3,0,5,0,1,0,0,0,0,0,1,8,"0,25",-1,1,1,1,"1,6330",1,SUAV,"0,0%","100,0%",C,
714819,MOSAPRIDA TABLETA 5MG,6,2,0,0,0,0,0,0,0,0,0,0,1,10,"0,36",-1,1,1,1,"1,6997",1,SUAV,"0,0%","100,0%",C,
716732,IBUPROFENO 10MG/2ML SOL. INYECTABLE,0,0,0,0,0,0,0,4,0,0,0,0,1,11,"0,02",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
716754,CONECTOR EN Y -SUPLESALUD,0,0,0,0,0,0,1,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
717140,NUTRICION ENTERAL CETOGENICA 300 G LATA,0,0,0,0,3,0,0,0,0,0,0,0,1,11,"0,02",1,1,1,1,"0,8292",1,SUAV,"0,0%","100,0%",C,
717160,PROGESTERONA CÁPSULA 200MG,0,0,0,0,0,0,0,0,7,0,0,0,1,11,"0,05",1,1,1,1,"1,9347",1,SUAV,"0,0%","100,0%",C,
717280,SACUBITRIL/ VALSARTAN 100 MG TABLETA,0,0,0,0,0,0,4,0,0,0,0,0,1,11,"0,00",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
717421,NUTRAMIGEN PREMIUM CON LGG 357G LATA,0,0,0,0,0,1,0,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
717455,IVABRADINE TABLETA 5MG,0,6,0,0,0,0,3,0,0,0,0,0,1,10,"0,12",-1,1,1,1,"1,7854",1,SUAV,"0,0%","100,0%",C,
717705,DABIGATRAN CÁPSULA 150MG,0,0,0,0,0,0,0,0,0,2,0,0,1,11,"0,09",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
718800,MIRTAZAPINA TABLETA 30MG,0,0,0,0,0,0,0,0,0,6,0,0,1,11,"0,09",1,1,1,1,"1,6583",1,SUAV,"0,0%","100,0%",C,
719455,S/FOLEY 3V  20FR SILICONA,0,0,0,0,0,0,1,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
719533,CAOLIN/PECTINA SUSPENSIÓN ORAL 20G/1G/120ML,5,0,0,0,0,0,1,0,0,0,0,0,1,10,"0,22",-1,1,1,1,"1,3844",1,SUAV,"0,0%","100,0%",C,
719612,CATETER 2L 4FRX5CM 22G PEDIAT. REF- CS12402,1,0,0,0,0,0,0,0,0,1,2,0,1,9,"0,07",1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
719618,BOLSA RECOLECTORA 200CC -SUPLESALUD,4,0,0,0,1,0,0,0,0,0,0,0,1,10,"0,26",-1,1,1,1,"1,1149",1,SUAV,"0,0%","100,0%",C,
719669,CANULA FENESTRADA  8 C/BALON ,0,0,1,0,0,0,0,0,0,0,0,0,1,11,"0,09",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
719930,SONDA DE RECAMBIO PARA GASTROSTOMIA  REF-PEG-18-BRT-S,0,0,0,0,0,1,0,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
719944,ROMIPLOSTIN POLVO LIOFILIZADO 250MCG (NPLATE),0,1,0,0,0,0,0,0,0,0,0,0,1,11,"0,16",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
719945,TELMISARTAN/AMLODIPINO TABLETA 80MG/10MG,0,0,0,0,0,0,0,0,0,7,0,0,1,11,"0,09",1,1,1,1,"1,9347",1,SUAV,"0,0%","100,0%",C,
720104,PARCHES DE ELECTRODO PARA DESFIBRILADOR,0,0,0,2,0,0,1,1,0,0,0,0,1,9,"0,01",1,1,1,1,"0,6236",1,SUAV,"0,0%","100,0%",C,
720151,CATETER VENOSO CENTRAL BILUMEN 22G (3FR)X6CM-157064-VYGON,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"0,05",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
720208,APOSITO ESTERIL DE ALGINATO DE CALCIO CON PLATA ALGISITE,5,2,0,0,0,0,3,0,2,0,0,0,1,8,"0,21",-1,1,1,1,"1,5811",1,SUAV,"0,0%","100,0%",C,
720211,ESOMEPRAZOL 10 MG GRANULOS SOBRE (NEDOX),0,0,0,0,0,0,0,0,10,0,0,0,1,11,"0,05",1,1,1,1,"2,7639",1,SUAV,"0,0%","100,0%",C,
720281,FENTANILO 25 MCG/HORA PARCHE,0,0,0,0,0,0,0,0,2,0,0,0,1,11,"0,05",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
730096,HIALURONATO DE SODIO GOTAS OFTALMICAS,0,0,0,0,0,0,1,1,0,3,0,0,1,9,"0,12",1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
730113,APOSITO URGOSORB SILVER ALGINATO Y PLATA10X20CM-REF 503136-SUPLESA,0,0,0,0,0,0,0,0,4,0,0,0,1,11,"0,05",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
730122,CATETER PICC ALTA PRESION 4.5FR X 50CM REF 01PR45041-HP,0,0,0,0,0,0,0,0,0,7,0,0,1,11,"0,09",1,1,1,1,"1,9347",1,SUAV,"0,0%","100,0%",C,
730124,CATETER PICC ALTA PRESION 5.5FR X 50 CM REF PR45052-HP,1,0,0,0,0,0,0,0,0,4,0,0,1,10,"0,03",1,1,1,1,"1,1149",1,SUAV,"0,0%","100,0%",C,
730167,CANISTER 250 ML,0,0,0,0,0,0,0,0,0,0,4,0,1,11,"0,16",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
730200,FIXO ROLL 10 X 10 CINTA ADHESIVA HIPOALERGENICA ,3,1,2,1,0,0,0,0,1,1,0,0,1,6,"0,41",-1,1,1,1,"0,9242",1,SUAV,"0,0%","100,0%",C,
